Coord	                 ProbeID	Chrom	Start       	End	       miRNA	  Num_Cancers	Cancers	                                                                            Concordance
chr8_128048945_128048946	cg01940297	chr8	128048945	128048946	hsa-mir-1205;hsa-mir-1206;hsa-mir-1207;hsa-mir-1208	2	TCGA-ESCA;TCGA-LUSC	All_Hypermethylated
chr16_85908740_85908741	cg01951963	chr16	85908740	85908741	hsa-mir-6774	2	TCGA-ESCA;TCGA-KIRC	All_Hypomethylated
chr22_22559473_22559474	cg01966129	chr22	22559473	22559474	hsa-mir-5571;hsa-mir-650	5	TCGA-ESCA;TCGA-LIHC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr8_42893508_42893509	cg01981354	chr8	42893508	42893509	hsa-mir-4469	4	TCGA-ESCA;TCGA-KIRC;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr9_95046624_95046625	cg01993208	chr9	95046624	95046625	hsa-mir-23b;hsa-mir-24-1;hsa-mir-27b;hsa-mir-3074;hsa-mir-6081	2	TCGA-ESCA;TCGA-KIRP	All_Hypermethylated
chr7_130878762_130878763	cg02000032	chr7	130878762	130878763	hsa-mir-29a;hsa-mir-29b-1	2	TCGA-ESCA;TCGA-READ	All_Hypomethylated
chr6_32169364_32169365	cg02090341	chr6	32169364	32169365	hsa-mir-6721	2	TCGA-ESCA;TCGA-UCEC	All_Hypermethylated
chr6_33899004_33899005	cg02108340	chr6	33899004	33899005	hsa-mir-7159	3	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD	All_Hypomethylated
chr8_2128996_2128997	cg02243278	chr8	2128996	2128997	hsa-mir-7160	3	TCGA-ESCA;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr5_93632257_93632258	cg02262037	chr5	93632257	93632258	hsa-mir-2277	2	TCGA-ESCA;TCGA-LUSC	All_Hypomethylated
chr8_129918643_129918644	cg02323958	chr8	129918643	129918644	hsa-mir-5194	3	TCGA-ESCA;TCGA-HNSC;TCGA-UCEC	All_Hypomethylated
chr5_154835058_154835059	cg02379533	chr5	154835058	154835059	hsa-mir-378h	3	TCGA-ESCA;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr16_88493273_88493274	cg02609850	chr16	88493273	88493274	hsa-mir-5189	3	TCGA-ESCA;TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr9_94178566_94178567	cg03275648	chr9	94178566	94178567	hsa-let-7a-1;hsa-let-7d;hsa-let-7f-1	2	TCGA-ESCA;TCGA-KIRP	All_Hypermethylated
chr15_51077822_51077823	cg03454639	chr15	51077822	51077823	hsa-mir-4713;hsa-mir-7973-1	4	TCGA-ESCA;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr3_134313748_134313749	cg03669143	chr3	134313748	134313749	hsa-mir-6827	3	TCGA-ESCA;TCGA-KIRC;TCGA-LUSC	All_Hypermethylated
chr12_53050127_53050128	cg03691549	chr12	53050127	53050128	hsa-mir-6757	4	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUSC	All_Hypermethylated
chr7_127700775_127700776	cg03740025	chr7	127700775	127700776	hsa-mir-593	4	TCGA-ESCA;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr17_48750264_48750265	cg04262140	chr17	48750264	48750265	hsa-mir-3185	3	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD	All_Hypermethylated
chr16_57774126_57774127	cg04273148	chr16	57774126	57774127	hsa-mir-6772	4	TCGA-ESCA;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD	All_Hypermethylated
chr17_59841139_59841140	cg04276626	chr17	59841139	59841140	hsa-mir-21	2	TCGA-ESCA;TCGA-KIRP	All_Hypomethylated
chr1_198914305_198914306	cg04314414	chr1	198914305	198914306	hsa-mir-181a-1;hsa-mir-181b-1	2	TCGA-ESCA;TCGA-READ	All_Hypomethylated
chr16_88497839_88497840	cg04362711	chr16	88497839	88497840	hsa-mir-5189	3	TCGA-ESCA;TCGA-LIHC;TCGA-UCEC	All_Hypermethylated
chr12_57843923_57843924	cg04415672	chr12	57843923	57843924	hsa-mir-26a-2	2	TCGA-ESCA;TCGA-HNSC	All_Hypermethylated
chr19_51704016_51704017	cg04474007	chr19	51704016	51704017	hsa-let-7e;hsa-mir-125a;hsa-mir-99b	2	TCGA-ESCA;TCGA-LIHC	All_Hypermethylated
chr14_101066015_101066016	cg04578631	chr14	101066015	101066016	hsa-mir-369;hsa-mir-409;hsa-mir-410;hsa-mir-412;hsa-mir-541;hsa-mir-656	3	TCGA-ESCA;TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr7_157598605_157598606	cg04605940	chr7	157598605	157598606	hsa-mir-153-2	3	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD	All_Hypomethylated
chr10_125138431_125138432	cg05138702	chr10	125138431	125138432	hsa-mir-4296	4	TCGA-ESCA;TCGA-KIRC;TCGA-KIRP;TCGA-LUSC	All_Hypermethylated
chr3_197712371_197712372	cg05143530	chr3	197712371	197712372	hsa-mir-922	3	TCGA-ESCA;TCGA-KIRP;TCGA-READ	All_Hypomethylated
chr16_88508941_88508942	cg05242494	chr16	88508941	88508942	hsa-mir-5189	3	TCGA-ESCA;TCGA-KIRC;TCGA-KIRP	All_Hypermethylated
chr18_24214800_24214801	cg05709468	chr18	24214800	24214801	hsa-mir-320c-2	4	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-READ	All_Hypermethylated
chr6_36659674_36659675	cg05735590	chr6	36659674	36659675	hsa-mir-3925	3	TCGA-ESCA;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr18_26544081_26544082	cg05840573	chr18	26544081	26544082	hsa-mir-8057	2	TCGA-ESCA;TCGA-PRAD	All_Hypermethylated
chr1_3403882_3403883	cg05968369	chr1	3403882	3403883	hsa-mir-4251	4	TCGA-ESCA;TCGA-LIHC;TCGA-PAAD;TCGA-UCEC	All_Hypomethylated
chr11_1304488_1304489	cg06174078	chr11	1304488	1304489	hsa-mir-6744	5	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr1_63326328_63326329	cg06198384	chr1	63326328	63326329	hsa-mir-6068	2	TCGA-ESCA;TCGA-HNSC	All_Hypermethylated
chr1_40754434_40754435	cg06379876	chr1	40754434	40754435	hsa-mir-30c-1;hsa-mir-30e	3	TCGA-ESCA;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr17_7217797_7217798	cg06421614	chr17	7217797	7217798	hsa-mir-324	4	TCGA-ESCA;TCGA-KIRC;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr11_75279458_75279459	cg06454982	chr11	75279458	75279459	hsa-mir-326	5	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr2_52629357_52629358	cg06501157	chr2	52629357	52629358	hsa-mir-4431	3	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD	All_Hypomethylated
chr1_37294557_37294558	cg06545330	chr1	37294557	37294558	hsa-mir-4255	6	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_12595227_12595228	cg06641388	chr1	12595227	12595228	hsa-mir-6730	5	TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr11_45702100_45702101	cg06715135	chr11	45702100	45702101	hsa-mir-7154	2	TCGA-ESCA;TCGA-READ	All_Hypomethylated
chr1_3178132_3178133	cg06748955	chr1	3178132	3178133	hsa-mir-4251	3	TCGA-ESCA;TCGA-HNSC;TCGA-UCEC	All_Hypomethylated
chr14_100883295_100883296	cg06792448	chr14	100883295	100883296	hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	3	TCGA-ESCA;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr3_123084306_123084307	cg07046870	chr3	123084306	123084307	hsa-mir-7110	3	TCGA-ESCA;TCGA-KIRP;TCGA-LUAD	All_Hypermethylated
chr11_46360994_46360995	cg07092212	chr11	46360994	46360995	hsa-mir-4688	4	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUSC	All_Hypomethylated
chr1_228465354_228465355	cg07101354	chr1	228465354	228465355	hsa-mir-4666a	2	TCGA-ESCA;TCGA-READ	All_Hypermethylated
chr11_11811282_11811283	cg07325246	chr11	11811282	11811283	hsa-mir-4299;hsa-mir-8070	3	TCGA-ESCA;TCGA-HNSC;TCGA-READ	All_Hypomethylated
chr1_3198908_3198909	cg07364162	chr1	3198908	3198909	hsa-mir-4251	2	TCGA-ESCA;TCGA-PRAD	All_Hypermethylated
chr16_57788474_57788475	cg07479337	chr16	57788474	57788475	hsa-mir-6772	4	TCGA-ESCA;TCGA-KIRC;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr11_59611454_59611455	cg07739826	chr11	59611454	59611455	hsa-mir-3162	3	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP	All_Hypermethylated
chr22_49632540_49632541	cg07959070	chr22	49632540	49632541	hsa-mir-3667	3	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC	All_Hypermethylated
chr4_37245964_37245965	cg08040012	chr4	37245964	37245965	hsa-mir-4801	6	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUAD;TCGA-PAAD;TCGA-PRAD	All_Hypermethylated
chr16_2476202_2476203	cg08190844	chr16	2476202	2476203	hsa-mir-6767	4	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUSC	All_Hypermethylated
chr19_853054_853055	cg08269974	chr19	853054	853055	hsa-mir-3187	5	TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr5_88683188_88683189	cg08415853	chr5	88683188	88683189	hsa-mir-9-2	5	TCGA-ESCA;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr5_88685436_88685437	cg08480826	chr5	88685436	88685437	hsa-mir-9-2	6	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr3_35744243_35744244	cg08490094	chr3	35744243	35744244	hsa-mir-128-2	4	TCGA-ESCA;TCGA-LIHC;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr19_836606_836607	cg08504143	chr19	836606	836607	hsa-mir-3187	4	TCGA-ESCA;TCGA-HNSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr17_38872724_38872725	cg08553913	chr17	38872724	38872725	hsa-mir-6779	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr11_2169852_2169853	cg08560888	chr11	2169852	2169853	hsa-mir-4686	6	TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_45709809_45709810	cg08575894	chr11	45709809	45709810	hsa-mir-7154	5	TCGA-ESCA;TCGA-KIRC;TCGA-LUAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr9_95083766_95083767	cg08849095	chr9	95083766	95083767	hsa-mir-23b;hsa-mir-24-1;hsa-mir-27b;hsa-mir-3074;hsa-mir-6081	6	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr14_101055472_101055473	cg09291131	chr14	101055472	101055473	hsa-mir-485	3	TCGA-ESCA;TCGA-LUAD;TCGA-PRAD	All_Hypomethylated
chr17_82696795_82696796	cg09581065	chr17	82696795	82696796	hsa-mir-4525	2	TCGA-ESCA;TCGA-KIRP	All_Hypermethylated
chr12_119714217_119714218	cg10024406	chr12	119714217	119714218	hsa-mir-1178	2	TCGA-ESCA;TCGA-LUSC	All_Hypermethylated
chr3_47827647_47827648	cg10257332	chr3	47827647	47827648	hsa-mir-1226	2	TCGA-ESCA;TCGA-HNSC	All_Hypermethylated
chr15_79136231_79136232	cg10259521	chr15	79136231	79136232	hsa-mir-184	3	TCGA-ESCA;TCGA-HNSC;TCGA-READ	All_Hypomethylated
chr17_48632496_48632497	cg10432569	chr17	48632496	48632497	hsa-mir-196a-1	5	TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-PAAD;TCGA-UCEC	All_Hypermethylated
chr2_79874189_79874190	cg10576499	chr2	79874189	79874190	hsa-mir-4264;hsa-mir-8080	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC	All_Hypomethylated
chr5_143812000_143812001	cg10678215	chr5	143812000	143812001	hsa-mir-5197	5	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr6_32761688_32761689	cg10714510	chr6	32761688	32761689	hsa-mir-3135b	3	TCGA-ESCA;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr2_79596591_79596592	cg10821830	chr2	79596591	79596592	hsa-mir-4264;hsa-mir-8080	5	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD;TCGA-READ	All_Hypomethylated
chr19_2579747_2579748	cg10884953	chr19	2579747	2579748	hsa-mir-7850	2	TCGA-ESCA;TCGA-LUSC	All_Hypermethylated
chr13_98327422_98327423	cg10959664	chr13	98327422	98327423	hsa-mir-3170	2	TCGA-ESCA;TCGA-LUAD	All_Hypermethylated
chr11_2161070_2161071	cg10991175	chr11	2161070	2161071	hsa-mir-4686	8	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr17_48733325_48733326	cg11090364	chr17	48733325	48733326	hsa-mir-3185	3	TCGA-ESCA;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr1_3267983_3267984	cg11113363	chr1	3267983	3267984	hsa-mir-4251	4	TCGA-ESCA;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr5_6773633_6773634	cg11169363	chr5	6773633	6773634	hsa-mir-4278	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr19_35291735_35291736	cg11587635	chr19	35291735	35291736	hsa-mir-5196	5	TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-READ	All_Hypomethylated
chr12_112575411_112575412	cg11596863	chr12	112575411	112575412	hsa-mir-1302-1	5	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr6_30573217_30573218	cg11606826	chr6	30573217	30573218	hsa-mir-877	2	TCGA-ESCA;TCGA-KIRP	All_Hypermethylated
chr7_1896685_1896686	cg11611357	chr7	1896685	1896686	hsa-mir-4655	3	TCGA-ESCA;TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr5_32391029_32391030	cg11814087	chr5	32391029	32391030	hsa-mir-579	2	TCGA-ESCA;TCGA-KIRC	All_Hypomethylated
chr19_7616712_7616713	cg11902379	chr19	7616712	7616713	hsa-mir-6792	3	TCGA-ESCA;TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr10_51074916_51074917	cg12022294	chr10	51074916	51074917	hsa-mir-605	2	TCGA-ESCA;TCGA-HNSC	All_Hypermethylated
chr15_51095724_51095725	cg12122631	chr15	51095724	51095725	hsa-mir-4713;hsa-mir-7973-1	5	TCGA-ESCA;TCGA-HNSC;TCGA-PAAD;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr17_48562985_48562986	cg12570134	chr17	48562985	48562986	hsa-mir-10a	4	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUSC	All_Hypermethylated
chr10_6178947_6178948	cg12664173	chr10	6178947	6178948	hsa-mir-3155a	6	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUSC;TCGA-READ	All_Hypermethylated
chr4_47708130_47708131	cg12718528	chr4	47708130	47708131	hsa-mir-8053	2	TCGA-ESCA;TCGA-READ	All_Hypomethylated
chr8_128049419_128049420	cg12753009	chr8	128049419	128049420	hsa-mir-1205;hsa-mir-1206;hsa-mir-1207;hsa-mir-1208	2	TCGA-ESCA;TCGA-LUSC	All_Hypermethylated
chr7_2277241_2277242	cg12823233	chr7	2277241	2277242	hsa-mir-6836	3	TCGA-ESCA;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr1_9951174_9951175	cg13218573	chr1	9951174	9951175	hsa-mir-5697	2	TCGA-ESCA;TCGA-LUAD	All_Hypomethylated
chr2_79782801_79782802	cg13391675	chr2	79782801	79782802	hsa-mir-4264;hsa-mir-8080	2	TCGA-ESCA;TCGA-KIRC	All_Hypomethylated
chr1_3272524_3272525	cg13434489	chr1	3272524	3272525	hsa-mir-4251	9	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr7_1869078_1869079	cg13470333	chr7	1869078	1869079	hsa-mir-4655	2	TCGA-ESCA;TCGA-LUSC	All_Hypomethylated
chr22_45201067_45201068	cg13521944	chr22	45201067	45201068	hsa-mir-1249	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-PAAD	All_Hypomethylated
chr3_124106738_124106739	cg13549966	chr3	124106738	124106739	hsa-mir-5002	2	TCGA-ESCA;TCGA-HNSC	All_Hypomethylated
chr7_2279969_2279970	cg13641082	chr7	2279969	2279970	hsa-mir-6836	4	TCGA-ESCA;TCGA-KIRC;TCGA-KIRP;TCGA-UCEC	All_Hypermethylated
chr3_52845726_52845727	cg13641778	chr3	52845726	52845727	hsa-mir-8064	5	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr19_51704339_51704340	cg13730743	chr19	51704339	51704340	hsa-let-7e;hsa-mir-125a;hsa-mir-99b	2	TCGA-ESCA;TCGA-LIHC	All_Hypermethylated
chr1_3186542_3186543	cg13781678	chr1	3186542	3186543	hsa-mir-4251	2	TCGA-ESCA;TCGA-HNSC	All_Hypermethylated
chr9_109531503_109531504	cg13848818	chr9	109531503	109531504	hsa-mir-3927	2	TCGA-ESCA;TCGA-HNSC	All_Hypomethylated
chr9_134378340_134378341	cg13941235	chr9	134378340	134378341	hsa-mir-4669	3	TCGA-ESCA;TCGA-HNSC;TCGA-LUSC	All_Hypermethylated
chr9_92524150_92524151	cg14024321	chr9	92524150	92524151	hsa-mir-4670	2	TCGA-ESCA;TCGA-PRAD	All_Hypermethylated
chr10_100972399_100972400	cg14027403	chr10	100972399	100972400	hsa-mir-608	2	TCGA-ESCA;TCGA-READ	All_Hypomethylated
chr11_72049245_72049246	cg14078335	chr11	72049245	72049246	hsa-mir-3165	5	TCGA-ESCA;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-PAAD	All_Hypermethylated
chr1_40754339_40754340	cg14092259	chr1	40754339	40754340	hsa-mir-30c-1;hsa-mir-30e	2	TCGA-ESCA;TCGA-LUAD	All_Hypermethylated
chr11_88179246_88179247	cg14360405	chr11	88179246	88179247	hsa-mir-3166	2	TCGA-ESCA;TCGA-READ	All_Hypomethylated
chr9_20512336_20512337	cg14387452	chr9	20512336	20512337	hsa-mir-4473;hsa-mir-4474	2	TCGA-ESCA;TCGA-UCEC	All_Hypermethylated
chr15_51234223_51234224	cg14424631	chr15	51234223	51234224	hsa-mir-4713;hsa-mir-7973-1;hsa-mir-7973-2	5	TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr9_134363820_134363821	cg14468605	chr9	134363820	134363821	hsa-mir-4669	4	TCGA-ESCA;TCGA-HNSC;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr12_97463217_97463218	cg14529331	chr12	97463217	97463218	hsa-mir-135a-2;hsa-mir-1251	4	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUAD	All_Hypermethylated
chr9_114306081_114306082	cg14572845	chr9	114306081	114306082	hsa-mir-455	2	TCGA-ESCA;TCGA-HNSC	All_Hypermethylated
chr6_52143111_52143112	cg14701682	chr6	52143111	52143112	hsa-mir-133b;hsa-mir-206	3	TCGA-ESCA;TCGA-HNSC;TCGA-READ	All_Hypomethylated
chr17_82695531_82695532	cg14717656	chr17	82695531	82695532	hsa-mir-4525	2	TCGA-ESCA;TCGA-PAAD	All_Hypermethylated
chr1_3089765_3089766	cg14852736	chr1	3089765	3089766	hsa-mir-4251	6	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr11_2135464_2135465	cg14890224	chr11	2135464	2135465	hsa-mir-483	6	TCGA-ESCA;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr8_27611484_27611485	cg14917244	chr8	27611484	27611485	hsa-mir-6843	3	TCGA-ESCA;TCGA-HNSC;TCGA-PAAD	All_Hypermethylated
chr2_240456338_240456339	cg15144453	chr2	240456338	240456339	hsa-mir-149	4	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUSC	All_Hypermethylated
chr2_176490649_176490650	cg15303382	chr2	176490649	176490650	hsa-mir-1246	5	TCGA-ESCA;TCGA-KIRC;TCGA-KIRP;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr1_3387567_3387568	cg15385853	chr1	3387567	3387568	hsa-mir-4251	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr1_155966193_155966194	cg15733792	chr1	155966193	155966194	hsa-mir-6738	3	TCGA-ESCA;TCGA-LUAD;TCGA-UCEC	All_Hypermethylated
chr12_63821900_63821901	cg15851904	chr12	63821900	63821901	hsa-mir-10527	9	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr11_2168904_2168905	cg16003049	chr11	2168904	2168905	hsa-mir-4686	3	TCGA-ESCA;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr1_202005913_202005914	cg16047663	chr1	202005913	202005914	hsa-mir-6740	2	TCGA-ESCA;TCGA-KIRP	All_Hypermethylated
chr22_49542040_49542041	cg16104384	chr22	49542040	49542041	hsa-mir-3667	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC	All_Hypomethylated
chr6_5136067_5136068	cg16393899	chr6	5136067	5136068	hsa-mir-3691	3	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC	All_Hypomethylated
chr14_100079084_100079085	cg16441238	chr14	100079084	100079085	hsa-mir-151b;hsa-mir-342	4	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUSC	All_Hypomethylated
chr8_144453380_144453381	cg16508028	chr8	144453380	144453381	hsa-mir-10400	2	TCGA-ESCA;TCGA-PAAD	All_Hypermethylated
chr16_88473767_88473768	cg16627358	chr16	88473767	88473768	hsa-mir-5189	2	TCGA-ESCA;TCGA-UCEC	All_Hypermethylated
chr10_87504359_87504360	cg16694639	chr10	87504359	87504360	hsa-mir-4678	2	TCGA-ESCA;TCGA-READ	All_Hypomethylated
chr8_129942599_129942600	cg16721257	chr8	129942599	129942600	hsa-mir-5194	2	TCGA-ESCA;TCGA-LUSC	All_Hypomethylated
chr11_2167014_2167015	cg16844661	chr11	2167014	2167015	hsa-mir-4686	2	TCGA-ESCA;TCGA-UCEC	All_Hypomethylated
chr11_45722172_45722173	cg16950627	chr11	45722172	45722173	hsa-mir-7154	5	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr17_40027477_40027478	cg17344932	chr17	40027477	40027478	hsa-mir-6884	4	TCGA-ESCA;TCGA-HNSC;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr2_240455871_240455872	cg17367832	chr2	240455871	240455872	hsa-mir-149	4	TCGA-ESCA;TCGA-KIRC;TCGA-KIRP;TCGA-LUSC	All_Hypermethylated
chr6_170404950_170404951	cg17402279	chr6	170404950	170404951	hsa-mir-4644	2	TCGA-ESCA;TCGA-HNSC	All_Hypomethylated
chr17_48723630_48723631	cg17444839	chr17	48723630	48723631	hsa-mir-3185	4	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-LUSC	All_Hypermethylated
chr6_32744112_32744113	cg17471365	chr6	32744112	32744113	hsa-mir-3135b	3	TCGA-ESCA;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr12_53051415_53051416	cg18037834	chr12	53051415	53051416	hsa-mir-6757	5	TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr22_46064010_46064011	cg18066206	chr22	46064010	46064011	hsa-mir-3619;hsa-let-7a-3;hsa-let-7b;hsa-mir-4763	3	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP	All_Hypermethylated
chr6_32179663_32179664	cg18265845	chr6	32179663	32179664	hsa-mir-6833	4	TCGA-ESCA;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr3_99876410_99876411	cg18337222	chr3	99876410	99876411	hsa-mir-3921	4	TCGA-ESCA;TCGA-KIRC;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr1_3071081_3071082	cg18381051	chr1	3071081	3071082	hsa-mir-4251	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr11_46352091_46352092	cg18568067	chr11	46352091	46352092	hsa-mir-4688	4	TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-PRAD	All_Hypermethylated
chr1_3183779_3183780	cg18759102	chr1	3183779	3183780	hsa-mir-4251	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr13_20415679_20415680	cg19159759	chr13	20415679	20415680	hsa-mir-4499	3	TCGA-ESCA;TCGA-LUAD;TCGA-LUSC	All_Hypermethylated
chr7_130492457_130492458	cg19344806	chr7	130492457	130492458	hsa-mir-335	7	TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr14_59630406_59630407	cg19490868	chr14	59630406	59630407	hsa-mir-5586	4	TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-PAAD	All_Hypermethylated
chr7_128201874_128201875	cg19500766	chr7	128201874	128201875	hsa-mir-129-1	4	TCGA-ESCA;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD	All_Hypermethylated
chr13_98172755_98172756	cg19641570	chr13	98172755	98172756	hsa-mir-3170	2	TCGA-ESCA;TCGA-READ	All_Hypermethylated
chr17_7241048_7241049	cg19646165	chr17	7241048	7241049	hsa-mir-324	2	TCGA-ESCA;TCGA-HNSC	All_Hypermethylated
chr10_122379337_122379338	cg19863426	chr10	122379337	122379338	hsa-mir-3941	5	TCGA-ESCA;TCGA-KIRC;TCGA-KIRP;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
