Coord	DMR_idx	Chromosome	Start	End	miRNA	Num_Cancers	Cancers	Concordance
chr14_105125984_105127242	4597;5873;15539;13414	chr14	105125984	105127242	hsa-mir-4710	4	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr8_9760855_9766172	4599;602;5030	chr8	9760855	9766172	hsa-mir-124-1	3	TCGA-BLCA;TCGA-HNSC;TCGA-READ	All_Hypermethylated
chr7_44152238_44153867	4604;5580;11193;3296;9329;9503	chr7	44152238	44153867	hsa-mir-4649	6	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_846117_846354	4671;9378;13449;10708;23169;9541;371	chr19	846117	846354	hsa-mir-3187	7	TCGA-BLCA;TCGA-CESC;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr8_2092607_2092909	4693;10114;6667;11620;3360;15286;8020;11188;28888;11326	chr8	2092607	2092909	hsa-mir-7160	10	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_817794_817832	4784;7310;5477;13108;8910;7481;8830;10033	chr19	817794	817832	hsa-mir-3187	8	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr17_2649139_2650488	4844;11661;13741;4061;6845;17760;15371;5588	chr17	2649139	2650488	hsa-mir-1253	8	TCGA-BLCA;TCGA-CESC;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr20_52687007_52688442	4959;3533	chr20	52687007	52688442	hsa-mir-4756	2	TCGA-BLCA;TCGA-PCPG	All_Hypomethylated
chr7_27203430_27206907	5057;70;788;238;94;418;37;21;307	chr7	27203430	27206907	hsa-mir-196b	9	TCGA-BLCA;TCGA-CHOL;TCGA-ESCA;TCGA-GBM;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-PAAD;TCGA-SKCM	All_Hypermethylated
chr19_35786580_35786961	5202;8455;5955;8776;16944;7133;4431;2645	chr19	35786580	35786961	hsa-mir-5196	8	TCGA-BLCA;TCGA-CESC;TCGA-COAD;TCGA-HNSC;TCGA-LUSC;TCGA-PCPG;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr15_31357238_31358323	5283;5204;4815	chr15	31357238	31358323	hsa-mir-211	3	TCGA-BLCA;TCGA-CESC;TCGA-SARC	All_Hypomethylated
chr6_33862289_33862743	5398;8145;16575;32041	chr6	33862289	33862743	hsa-mir-7159	4	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr1_3031460_3032799	5399;9372;9978	chr1	3031460	3032799	hsa-mir-4251	3	TCGA-BLCA;TCGA-LIHC;TCGA-PCPG	All_Hypomethylated
chr7_158319029_158319204	5540;13665;3209;3700;7956;598;7730	chr7	158319029	158319204	hsa-mir-595	7	TCGA-BLCA;TCGA-CESC;TCGA-HNSC;TCGA-LUSC;TCGA-SARC;TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
chr5_143191194_143192588	5559;6616;2030;5605;2146;9772	chr5	143191194	143192588	hsa-mir-5197	6	TCGA-BLCA;TCGA-ESCA;TCGA-GBM;TCGA-LIHC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr20_55904289_55905076	5568;9490;3482	chr20	55904289	55905076	hsa-mir-4325	3	TCGA-BLCA;TCGA-CESC;TCGA-LIHC	All_Hypomethylated
chr17_75445261_75448089	5582;1769;1755	chr17	75445261	75448089	hsa-mir-4316	3	TCGA-BLCA;TCGA-PCPG;TCGA-PRAD	All_Hypermethylated
chr10_6183455_6183575	5622;3306;5846;14857;11716;5919;1123	chr10	6183455	6183575	hsa-mir-3155b	7	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-LIHC;TCGA-LUAD;TCGA-SARC;TCGA-UCEC	All_Hypomethylated
chr1_3319264_3322363	5715;1294;2933	chr1	3319264	3322363	hsa-mir-4251	3	TCGA-BLCA;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr17_66420734_66421702	5862;11611	chr17	66420734	66421702	hsa-mir-635	2	TCGA-BLCA;TCGA-LUAD	All_Hypomethylated
chr17_78073434_78073693	5950;6928;5971;12041;9909;10185;16774	chr17	78073434	78073693	hsa-mir-1268b	7	TCGA-BLCA;TCGA-CESC;TCGA-COAD;TCGA-HNSC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_1262175_1263292	6125;3841;1833;4222	chr11	1262175	1263292	hsa-mir-6744	4	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-UCEC	All_Hypomethylated
chr9_139636493_139638566	6151;5186;5216	chr9	139636493	139638566	hsa-mir-6722	3	TCGA-BLCA;TCGA-CESC;TCGA-LIHC	All_Hypomethylated
chr3_35785041_35786030	6273;12584;3679;4082;5583;6266	chr3	35785041	35786030	hsa-mir-128-2	6	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr20_61158170_61158340	6331;8770;8323;10390;16721;13758;10409;12865;15200	chr20	61158170	61158340	hsa-mir-1-1;hsa-mir-133a-2	9	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PCPG;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr16_87856074_87857222	6348;4932;4050;8973;7857;11786	chr16	87856074	87857222	hsa-mir-6775	6	TCGA-BLCA;TCGA-CESC;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr12_81471311_81472177	6389;887;4104;1245;1315;714;3924;104;1238	chr12	81471311	81472177	hsa-mir-4699	9	TCGA-BLCA;TCGA-CESC;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-PRAD;TCGA-READ	All_Hypermethylated
chr1_24239771_24240069	6472;1926;3482;6387	chr1	24239771	24240069	hsa-mir-378f	4	TCGA-BLCA;TCGA-GBM;TCGA-HNSC;TCGA-PCPG	All_Hypomethylated
chr11_45707870_45708033	6707;4011;9838;22199;13077;10080	chr11	45707870	45708033	hsa-mir-7154	6	TCGA-BLCA;TCGA-COAD;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr5_159894868_159895160	6744;2967;3809;6690	chr5	159894868	159895160	hsa-mir-146a;hsa-mir-3142	4	TCGA-BLCA;TCGA-CESC;TCGA-HNSC;TCGA-UCEC	All_Hypomethylated
chr12_54422127_54425418	6886;674;1747;321;4729;700	chr12	54422127	54425418	hsa-mir-615	6	TCGA-BLCA;TCGA-CHOL;TCGA-ESCA;TCGA-HNSC;TCGA-KIRP;TCGA-PRAD	All_Hypermethylated
chr12_53517561_53517924	6905;15230;6146;12206;12999;22569;12369	chr12	53517561	53517924	hsa-mir-6757	7	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3096360_3096986	7139;9565;17451;22519;6775	chr1	3096360	3096986	hsa-mir-4251	5	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_2191147_2191606	7221;3922;3643;1385	chr11	2191147	2191606	hsa-mir-4686	4	TCGA-BLCA;TCGA-CESC;TCGA-COAD;TCGA-PCPG	All_Hypomethylated
chr7_1961869_1963149	7234;5701;4885	chr7	1961869	1963149	hsa-mir-4655	3	TCGA-BLCA;TCGA-ESCA;TCGA-PCPG	All_Hypomethylated
chr8_2017365_2017571	7287;14138;19716;21170;24034;32589;2303	chr8	2017365	2017571	hsa-mir-7160	7	TCGA-BLCA;TCGA-CESC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr3_49313334_49314920	7700;3018;10494;5489	chr3	49313334	49314920	hsa-mir-4271	4	TCGA-BLCA;TCGA-KIRP;TCGA-LIHC;TCGA-UCEC	All_Hypermethylated
chr17_46871042_46872871	7770;2445;6510;2339;10077	chr17	46871042	46872871	hsa-mir-3185	5	TCGA-BLCA;TCGA-GBM;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP	All_Hypomethylated
chr1_31229122_31229569	7992;6303;7513;3488;3570;18940;25807;19961;20182	chr1	31229122	31229569	hsa-mir-4420	9	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD	All_Hypomethylated
chr7_116660213_116660240	8397;20474;5288;32493;26425;20609	chr7	116660213	116660240	hsa-mir-6132	6	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr19_836606_837417	8596;10204;6011;6324;14925;27446;2123	chr19	836606	837417	hsa-mir-3187	7	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr17_77679849_77680232	8709;12629;30269	chr17	77679849	77680232	hsa-mir-4739	3	TCGA-BLCA;TCGA-ESCA;TCGA-READ	All_Hypomethylated
chr11_1282842_1283946	8730;5633;2187	chr11	1282842	1283946	hsa-mir-6744	3	TCGA-BLCA;TCGA-LUSC;TCGA-SKCM	All_Hypomethylated
chr17_8054688_8055888	9719;8136;15452;6503	chr17	8054688	8055888	hsa-mir-6883	4	TCGA-BLCA;TCGA-HNSC;TCGA-LUSC;TCGA-UCEC	All_Hypermethylated
chr1_205417436_205419204	9948;5073;6210;6343;11300;4110;7284;3118;12065;7443	chr1	205417436	205419204	hsa-mir-135b	10	TCGA-BLCA;TCGA-CESC;TCGA-COAD;TCGA-ESCA;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-PAAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr8_143227768_143227870	10043;9567;8152;22217;14473	chr8	143227768	143227870	hsa-mir-4472-1	5	TCGA-BLCA;TCGA-ESCA;TCGA-LIHC;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr1_3182620_3185042	10056;4932;2676;19239;5856	chr1	3182620	3185042	hsa-mir-4251	5	TCGA-BLCA;TCGA-ESCA;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr7_157336864_157336976	10183;13867;4959;4962;8544	chr7	157336864	157336976	hsa-mir-153-2	5	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr8_129160931_129162406	10264;12013;2369;8913;1429;11891;21413	chr8	129160931	129162406	hsa-mir-1208	7	TCGA-BLCA;TCGA-COAD;TCGA-GBM;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-READ	All_Hypomethylated
chr17_75405842_75406074	10289;9298;10245;11917;21386;8382	chr17	75405842	75406074	hsa-mir-4316	6	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypermethylated
chr14_94431626_94432162	10643;12115;10766;6552;4123;10522	chr14	94431626	94432162	hsa-mir-4506	6	TCGA-BLCA;TCGA-CHOL;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC	All_Hypomethylated
chr13_54887288_54887314	10803;6475;5818;25965;15537;4906	chr13	54887288	54887314	hsa-mir-1297	6	TCGA-BLCA;TCGA-ESCA;TCGA-LIHC;TCGA-LUSC;TCGA-PRAD;TCGA-SARC	All_Hypomethylated
chr14_105132022_105132479	10838;3337;6824;12092;6857	chr14	105132022	105132479	hsa-mir-4710	5	TCGA-BLCA;TCGA-CESC;TCGA-CHOL;TCGA-COAD;TCGA-READ	All_Hypomethylated
chr6_10434761_10434975	10886;5681;10550;16504;8667	chr6	10434761	10434975	hsa-mir-5689	5	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-READ	All_Hypomethylated
chr8_10892734_10893100	11107;4739	chr8	10892734	10893100	hsa-mir-598	2	TCGA-BLCA;TCGA-HNSC	All_Hypomethylated
chr5_172744616_172744941	11591;5311	chr5	172744616	172744941	hsa-mir-12118	2	TCGA-BLCA;TCGA-LIHC	All_Hypomethylated
chr8_104225390_104225713	11880;13433;10018;13061;19283;25880	chr8	104225390	104225713	hsa-mir-3151	6	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr19_54168850_54168855	12069;18133;8595;6804;10686;9428;8877;26095;1639;16512	chr19	54168850	54168855	hsa-mir-1283-1;hsa-mir-1323;hsa-mir-498;hsa-mir-512-1;hsa-mir-512-2;hsa-mir-515-1;hsa-mir-515-2;hsa-mir-519c;hsa-mir-519e;hsa-mir-520a;hsa-mir-520e;hsa-mir-520f;hsa-mir-519b;hsa-mir-526b	10	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
chr16_57728173_57728700	12409;7064;12236	chr16	57728173	57728700	hsa-mir-6772	3	TCGA-BLCA;TCGA-HNSC;TCGA-UCEC	All_Hypomethylated
chr19_46177325_46178388	12671;2489;10761;7965;17683;9844	chr19	46177325	46178388	hsa-mir-642a;hsa-mir-642b	6	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC;TCGA-PCPG;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr22_22874590_22875038	12739;7238;13713;2777;16386;9460	chr22	22874590	22875038	hsa-mir-5571;hsa-mir-650	6	TCGA-BLCA;TCGA-ESCA;TCGA-LIHC;TCGA-PCPG;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr2_52856751_52857018	12763;4783	chr2	52856751	52857018	hsa-mir-4431	2	TCGA-BLCA;TCGA-LIHC	All_Hypomethylated
chr14_105117882_105119562	13080;7790;23329	chr14	105117882	105119562	hsa-mir-4710	3	TCGA-BLCA;TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr5_134989659_134990806	13107;1947	chr5	134989659	134990806	hsa-mir-5692c-1	2	TCGA-BLCA;TCGA-LIHC	All_Hypomethylated
chr14_105616988_105619701	13181;7681	chr14	105616988	105619701	hsa-mir-6765	2	TCGA-BLCA;TCGA-LIHC	All_Hypomethylated
chr14_104585948_104586593	13261;10634;7604;6484;10606;12774;6971	chr14	104585948	104586593	hsa-mir-203a;hsa-mir-203b	7	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-SARC	All_Hypomethylated
chr2_128175068_128176007	13285;7085	chr2	128175068	128176007	hsa-mir-4783	2	TCGA-BLCA;TCGA-COAD	All_Hypomethylated
chr5_150948306_150950000	13556;3042;4878;10070;15556;4197	chr5	150948306	150950000	hsa-mir-6499	6	TCGA-BLCA;TCGA-CESC;TCGA-LIHC;TCGA-LUAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr5_31908408_31908512	13649;2618	chr5	31908408	31908512	hsa-mir-4279	2	TCGA-BLCA;TCGA-LIHC	All_Hypomethylated
chr3_128571496_128572244	13749;12476;14040;19356;27601	chr3	128571496	128572244	hsa-mir-12124	5	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr2_80085213_80085246	13920;12990	chr2	80085213	80085246	hsa-mir-4264;hsa-mir-8080	2	TCGA-BLCA;TCGA-ESCA	All_Hypomethylated
chr16_818451_820212	13926;11991;10901;9567	chr16	818451	820212	hsa-mir-662	4	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr5_1706317_1706378	13967;17174;9855;17531	chr5	1706317	1706378	hsa-mir-4277	4	TCGA-BLCA;TCGA-LUAD;TCGA-PCPG;TCGA-UCEC	All_Hypomethylated
chr14_72925007_72926305	14347;10935;9503;7344;7883;22406	chr14	72925007	72926305	hsa-mir-7843	6	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-LUAD;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr1_3071963_3073806	14473;4156;3088;14560	chr1	3071963	3073806	hsa-mir-4251	4	TCGA-BLCA;TCGA-LIHC;TCGA-PCPG;TCGA-UCEC	All_Hypomethylated
chr6_52012331_52012390	15344;14222;12693;9069;2696;15674;7364;20996	chr6	52012331	52012390	hsa-mir-133b;hsa-mir-206	8	TCGA-BLCA;TCGA-CESC;TCGA-COAD;TCGA-ESCA;TCGA-GBM;TCGA-LUAD;TCGA-PCPG;TCGA-READ	All_Hypomethylated
chr14_101298824_101298920	15429;3081	chr14	101298824	101298920	hsa-mir-770;hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	2	TCGA-BLCA;TCGA-PCPG	All_Hypomethylated
chr8_2091286_2091425	15791;8177;19647	chr8	2091286	2091425	hsa-mir-7160	3	TCGA-BLCA;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr19_54213920_54215487	15792;7399	chr19	54213920	54215487	hsa-mir-524	2	TCGA-BLCA;TCGA-PCPG	All_Hypomethylated
chr19_13987364_13988555	15928;11171;12068	chr19	13987364	13988555	hsa-mir-181c;hsa-mir-181d	3	TCGA-BLCA;TCGA-HNSC;TCGA-LUSC	All_Hypomethylated
chr19_35837636_35838636	16124;16287;12706;24725;25498;30543;21155;22641;19064	chr19	35837636	35838636	hsa-mir-5196	9	TCGA-BLCA;TCGA-HNSC;TCGA-KIRC;TCGA-KIRP;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr9_130995828_130996216	16252;8098	chr9	130995828	130996216	hsa-mir-199b;hsa-mir-3154	2	TCGA-BLCA;TCGA-LIHC	All_Hypomethylated
chr12_111725167_111725516	16279;15442;11985;842;1964;2641	chr12	111725167	111725516	hsa-mir-6760	6	TCGA-BLCA;TCGA-HNSC;TCGA-LUSC;TCGA-PCPG;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3274631_3275283	16385;6800;11892	chr1	3274631	3275283	hsa-mir-4251	3	TCGA-BLCA;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr5_168690633_168691938	16417;7067;9739;3035	chr5	168690633	168691938	hsa-mir-585	4	TCGA-BLCA;TCGA-COAD;TCGA-READ;TCGA-SKCM	All_Hypomethylated
chr12_53545990_53546895	16483;8618;18156;25105	chr12	53545990	53546895	hsa-mir-6757	4	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-READ	All_Hypomethylated
chr5_154230141_154231170	16694;7670;6278;5917;1738;262;14839	chr5	154230141	154231170	hsa-mir-378h	7	TCGA-BLCA;TCGA-CESC;TCGA-ESCA;TCGA-KIRC;TCGA-LUAD;TCGA-PRAD;TCGA-UCEC	All_Hypermethylated
chr20_61870691_61871452	16706;883;11397	chr20	61870691	61871452	hsa-mir-3196	3	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr11_45710875_45711290	16900;21429;23474	chr11	45710875	45711290	hsa-mir-7154	3	TCGA-BLCA;TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr17_78061517_78061645	16906;7451;20045;24185	chr17	78061517	78061645	hsa-mir-1268b	4	TCGA-BLCA;TCGA-HNSC;TCGA-LUSC;TCGA-READ	All_Hypomethylated
chr9_139642875_139644102	16963;5711;889;8645;18330;9213	chr9	139642875	139644102	hsa-mir-6722	6	TCGA-BLCA;TCGA-COAD;TCGA-GBM;TCGA-HNSC;TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr9_96592748_96593476	16985;13874;9467;27441	chr9	96592748	96593476	hsa-mir-4291	4	TCGA-BLCA;TCGA-CESC;TCGA-HNSC;TCGA-READ	All_Hypomethylated
chr5_87970640_87972127	17079;7920;7186	chr5	87970640	87972127	hsa-mir-9-2	3	TCGA-BLCA;TCGA-COAD;TCGA-PRAD	All_Hypermethylated
chr22_20228962_20229988	17104;1133	chr22	20228962	20229988	hsa-mir-1286	2	TCGA-BLCA;TCGA-PAAD	All_Hypomethylated
chr11_45737711_45737771	17717;13516	chr11	45737711	45737771	hsa-mir-7154	2	TCGA-BLCA;TCGA-LIHC	All_Hypomethylated
chr3_10452678_10453037	18065;13406;18472	chr3	10452678	10453037	hsa-mir-885	3	TCGA-BLCA;TCGA-CESC;TCGA-READ	All_Hypomethylated
chr11_1360038_1360203	18401;33298;22671	chr11	1360038	1360203	hsa-mir-6744	3	TCGA-BLCA;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr19_834439_835147	18493;18987;17990	chr19	834439	835147	hsa-mir-3187	3	TCGA-BLCA;TCGA-COAD;TCGA-LIHC	All_Hypomethylated
chr6_72129509_72130799	18972;118	chr6	72129509	72130799	hsa-mir-30a;hsa-mir-30c-2	2	TCGA-BLCA;TCGA-COAD	All_Hypermethylated
chr14_101535459_101536170	19413;15877;15596	chr14	101535459	101536170	hsa-mir-369;hsa-mir-409;hsa-mir-410;hsa-mir-412;hsa-mir-541;hsa-mir-656	3	TCGA-BLCA;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr13_98959770_98960620	19672;5068;9706;1681;56	chr13	98959770	98960620	hsa-mir-3170	5	TCGA-BLCA;TCGA-ESCA;TCGA-KIRP;TCGA-LUAD;TCGA-PCPG	All_Hypermethylated
chr19_54263064_54263917	19753;15198;10865;11391;11061;15563;15081;8606;29587;2277	chr19	54263064	54263917	hsa-mir-1283-2;hsa-mir-516a-1;hsa-mir-516a-2;hsa-mir-519a-1;hsa-mir-519a-2;hsa-mir-521-1;hsa-mir-522;hsa-mir-527	10	TCGA-BLCA;TCGA-CHOL;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-PCPG;TCGA-READ;TCGA-SKCM	All_Hypomethylated
chr14_101470446_101471251	20003;18568;26716	chr14	101470446	101471251	hsa-mir-1197;hsa-mir-299;hsa-mir-323a;hsa-mir-329-1;hsa-mir-329-2;hsa-mir-379;hsa-mir-380;hsa-mir-411;hsa-mir-758	3	TCGA-BLCA;TCGA-LIHC;TCGA-LUSC	All_Hypomethylated
chr13_20987145_20987517	20059;15525;4031	chr13	20987145	20987517	hsa-mir-4499	3	TCGA-BLCA;TCGA-CESC;TCGA-KIRC	All_Hypomethylated
chr1_12251718_12251934	20109;16358;4745;27071	chr1	12251718	12251934	hsa-mir-4632	4	TCGA-BLCA;TCGA-HNSC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr14_72943461_72943540	20115;17880;1901	chr14	72943461	72943540	hsa-mir-7843	3	TCGA-BLCA;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr14_101309386_101309676	20322;20042;27391;28250;8247;16532;15972;4489;27539	chr14	101309386	101309676	hsa-mir-770;hsa-mir-127;hsa-mir-337;hsa-mir-431;hsa-mir-433;hsa-mir-493;hsa-mir-665	9	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-PAAD;TCGA-PCPG;TCGA-READ	All_Hypomethylated
chr6_156983263_156983315	20344;6174;22547;17286;4604;31578	chr6	156983263	156983315	hsa-mir-4466	6	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3082862_3083535	20515;7199;4085;10363;7330	chr1	3082862	3083535	hsa-mir-4251	5	TCGA-BLCA;TCGA-CESC;TCGA-LIHC;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
chr11_45739425_45740552	20578;13531;25035	chr11	45739425	45740552	hsa-mir-7154	3	TCGA-BLCA;TCGA-LIHC;TCGA-READ	All_Hypomethylated
chr19_54196147_54197067	20717;17325;11001;9800;16664;14643;26189;2858;20208	chr19	54196147	54197067	hsa-mir-1283-1;hsa-mir-1323;hsa-mir-498;hsa-mir-512-1;hsa-mir-512-2;hsa-mir-515-1;hsa-mir-515-2;hsa-mir-519c;hsa-mir-519e;hsa-mir-520a;hsa-mir-520e;hsa-mir-520f;hsa-mir-519b;hsa-mir-526b	9	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-HNSC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-SKCM;TCGA-UCEC	All_Hypomethylated
chr6_32726567_32726626	21087;19028;7713	chr6	32726567	32726626	hsa-mir-3135b	3	TCGA-BLCA;TCGA-LUSC;TCGA-SARC	All_Hypomethylated
chr1_3213431_3213790	21364;17375;6404;5522;11167;30709;10011	chr1	3213431	3213790	hsa-mir-4251	7	TCGA-BLCA;TCGA-ESCA;TCGA-HNSC;TCGA-KIRC;TCGA-PRAD;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr11_1905537_1905808	21450;6148;12450;26626;15718;7398;10359	chr11	1905537	1905808	hsa-mir-4298;hsa-mir-7847	7	TCGA-BLCA;TCGA-COAD;TCGA-LIHC;TCGA-LUAD;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr1_3265739_3266440	21821;8104;10702;13927;22184	chr1	3265739	3266440	hsa-mir-4251	5	TCGA-BLCA;TCGA-COAD;TCGA-HNSC;TCGA-PAAD;TCGA-READ	All_Hypomethylated
chr21_37093012_37093340	22255;15209;23150	chr21	37093012	37093340	hsa-mir-802	3	TCGA-BLCA;TCGA-LIHC;TCGA-UCEC	All_Hypomethylated
chr17_62496405_62496622	22354;8557;20121	chr17	62496405	62496622	hsa-mir-3064;hsa-mir-5047	3	TCGA-BLCA;TCGA-PRAD;TCGA-READ	All_Hypomethylated
chr11_45744923_45744972	22637;6220;14299;19094;6633	chr11	45744923	45744972	hsa-mir-7154	5	TCGA-BLCA;TCGA-COAD;TCGA-LIHC;TCGA-PAAD;TCGA-READ	All_Hypomethylated
chr19_813735_815090	23128;8209;8159;16862;13919	chr19	813735	815090	hsa-mir-3187	5	TCGA-BLCA;TCGA-HNSC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr19_54180782_54181532	23721;16754;23654;22745;17608;15311;30427;1492	chr19	54180782	54181532	hsa-mir-1283-1;hsa-mir-1323;hsa-mir-498;hsa-mir-512-1;hsa-mir-512-2;hsa-mir-515-1;hsa-mir-515-2;hsa-mir-519c;hsa-mir-519e;hsa-mir-520a;hsa-mir-520e;hsa-mir-520f;hsa-mir-519b;hsa-mir-526b	8	TCGA-BLCA;TCGA-COAD;TCGA-ESCA;TCGA-KIRC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-SKCM	All_Hypomethylated
chr1_3294322_3295188	23925;20911;13758;25527;21971;25028	chr1	3294322	3295188	hsa-mir-4251	6	TCGA-BLCA;TCGA-HNSC;TCGA-LIHC;TCGA-LUSC;TCGA-READ;TCGA-UCEC	All_Hypomethylated
chr18_13501701_13502053	24165;19263;30397;2632	chr18	13501701	13502053	hsa-mir-4526	4	TCGA-BLCA;TCGA-ESCA;TCGA-LUSC;TCGA-UCEC	All_Hypomethylated
