ProbeID	Chromosome	Start	End	Gene	TCGA-BRCA_Status	TCGA-LUSC_Status	Concordance
cg04678230	chr6	33315412	33315413	TAPBP;ZBTB22	Hypomethylated	Hypomethylated	Concordant
cg14258935	chr6	33315509	33315510	TAPBP;ZBTB22	Hypomethylated	Hypomethylated	Concordant
cg01199618	chr6	33315516	33315517	TAPBP;ZBTB22	Hypomethylated	Hypomethylated	Concordant
cg26922697	chr6	33316765	33316766	ZBTB22	Hypermethylated	Hypermethylated	Concordant
cg08421271	chr6	33316869	33316870	ZBTB22	Hypermethylated	Hypermethylated	Concordant
cg21547095	chr6	33393059	33393060	KIFC1	Hypomethylated	Hypomethylated	Concordant
cg18796027	chr6	33407580	33407581	KIFC1	Hypermethylated	Hypermethylated	Concordant
cg02305757	chr6	33414780	33414781	PHF1	Hypermethylated	Hypermethylated	Concordant
cg23565821	chr6	33417279	33417280	CUTA	Hypomethylated	Hypomethylated	Concordant
cg09459982	chr6	33418779	33418780	CUTA;SYNGAP1	Hypermethylated	Hypomethylated	Discordant
cg01340991	chr6	33429456	33429457	SYNGAP1	Hypermethylated	Hypermethylated	Concordant
cg26514099	chr6	33429933	33429934	SYNGAP1	Hypermethylated	Hypomethylated	Discordant
cg07979401	chr6	33771629	33771630	LEMD2	Hypermethylated	Hypermethylated	Concordant
cg18005901	chr6	33771781	33771782	LEMD2	Hypermethylated	Hypermethylated	Concordant
cg16010596	chr6	33771830	33771831	LEMD2	Hypermethylated	Hypermethylated	Concordant
cg27286957	chr6	33772632	33772633	LEMD2	Hypermethylated	Hypomethylated	Discordant
cg12016405	chr6	33827973	33827974	NA	Hypomethylated	Hypomethylated	Concordant
cg05648988	chr6	33897715	33897716	LINC01016;MIR7159;RP3-468B3.2	Hypomethylated	Hypomethylated	Concordant
cg11314787	chr6	33898332	33898333	LINC01016;MIR7159;RP3-468B3.2	Hypomethylated	Hypomethylated	Concordant
cg02208125	chr6	33898480	33898481	MIR7159;RP3-468B3.2	Hypomethylated	Hypomethylated	Concordant
cg09577986	chr6	33899450	33899451	RP3-468B3.2	Hypomethylated	Hypomethylated	Concordant
cg05232857	chr6	33899544	33899545	RP3-468B3.2	Hypomethylated	Hypomethylated	Concordant
cg01600222	chr6	33975743	33975744	NA	Hypermethylated	Hypermethylated	Concordant
cg00333679	chr6	33976006	33976007	NA	Hypermethylated	Hypermethylated	Concordant
cg22244192	chr6	33976060	33976061	NA	Hypermethylated	Hypermethylated	Concordant
cg08864645	chr6	33976152	33976153	NA	Hypermethylated	Hypermethylated	Concordant
cg17107112	chr6	34053769	34053770	GRM4	Hypomethylated	Hypomethylated	Concordant
cg01090161	chr6	34064970	34064971	GRM4	Hypermethylated	Hypermethylated	Concordant
cg16916688	chr6	34133664	34133665	GRM4	Hypomethylated	Hypomethylated	Concordant
cg10083824	chr6	34134370	34134371	GRM4	Hypomethylated	Hypomethylated	Concordant
cg14590011	chr6	34146110	34146111	GRM4	Hypermethylated	Hypermethylated	Concordant
cg10167849	chr6	34238375	34238376	HMGA1	Hypomethylated	Hypomethylated	Concordant
cg02654940	chr6	34238623	34238624	HMGA1	Hypomethylated	Hypomethylated	Concordant
cg22797644	chr6	34238714	34238715	HMGA1	Hypomethylated	Hypomethylated	Concordant
cg08335767	chr6	34238718	34238719	HMGA1	Hypomethylated	Hypomethylated	Concordant
cg19513004	chr6	34238906	34238907	HMGA1	Hypomethylated	Hypomethylated	Concordant
cg09795081	chr6	34424328	34424329	RPS10;RPS10-NUDT3	Hypomethylated	Hypomethylated	Concordant
cg06623698	chr6	34466548	34466549	PACSIN1	Hypermethylated	Hypermethylated	Concordant
cg14254433	chr6	34514634	34514635	PACSIN1	Hypermethylated	Hypermethylated	Concordant
cg17674042	chr6	34514702	34514703	PACSIN1	Hypermethylated	Hypermethylated	Concordant
cg00405078	chr6	34537113	34537114	NA	Hypomethylated	Hypomethylated	Concordant
cg07207982	chr6	35017153	35017154	ANKS1A	Hypermethylated	Hypermethylated	Concordant
cg06902099	chr6	35034820	35034821	ANKS1A	Hypermethylated	Hypermethylated	Concordant
cg23817336	chr6	35165665	35165666	NA	Hypomethylated	Hypomethylated	Concordant
cg18401376	chr6	35173355	35173356	NA	Hypomethylated	Hypomethylated	Concordant
cg06031011	chr6	35184224	35184225	NA	Hypomethylated	Hypomethylated	Concordant
cg18204017	chr6	35342151	35342152	PPARD	Hypomethylated	Hypomethylated	Concordant
cg22681721	chr6	35509581	35509582	TULP1	Hypomethylated	Hypomethylated	Concordant
cg12827262	chr6	35512133	35512134	TULP1	Hypermethylated	Hypermethylated	Concordant
cg27532732	chr6	35512259	35512260	TULP1	Hypermethylated	Hypermethylated	Concordant
cg00130530	chr6	35689425	35689426	FKBP5	Hypomethylated	Hypomethylated	Concordant
cg01618151	chr6	35740180	35740181	ARMC12	Hypermethylated	Hypermethylated	Concordant
cg25665429	chr6	35782031	35782032	CLPSL1	Hypomethylated	Hypomethylated	Concordant
cg05859264	chr6	36129915	36129916	MAPK13	Hypomethylated	Hypomethylated	Concordant
cg17087669	chr6	36131346	36131347	MAPK13	Hypomethylated	Hypomethylated	Concordant
cg17477273	chr6	36230696	36230697	BRPF3	Hypermethylated	Hypomethylated	Discordant
cg15634980	chr6	36285249	36285250	PNPLA1	Hypermethylated	Hypermethylated	Concordant
cg00336320	chr6	36285322	36285323	PNPLA1	Hypermethylated	Hypermethylated	Concordant
cg20553124	chr6	36285380	36285381	PNPLA1	Hypermethylated	Hypermethylated	Concordant
cg11562147	chr6	36335793	36335794	C6orf222	Hypomethylated	Hypomethylated	Concordant
cg21091547	chr6	36677723	36677724	CDKN1A	Hypermethylated	Hypomethylated	Discordant
cg01955533	chr6	36682956	36682957	CDKN1A	Hypomethylated	Hypomethylated	Concordant
cg21331947	chr6	36753159	36753160	CPNE5	Hypomethylated	Hypomethylated	Concordant
cg17875922	chr6	37078047	37078048	NA	Hypermethylated	Hypomethylated	Discordant
cg01907837	chr6	37353561	37353562	RNF8	Hypermethylated	Hypomethylated	Discordant
cg04893786	chr6	37423993	37423994	NA	Hypomethylated	Hypomethylated	Concordant
cg24148817	chr6	37493257	37493258	CCDC167	Hypermethylated	Hypomethylated	Discordant
cg25019722	chr6	37535834	37535835	NA	Hypermethylated	Hypermethylated	Concordant
cg01843034	chr6	37536140	37536141	NA	Hypermethylated	Hypermethylated	Concordant
cg08126542	chr6	37536342	37536343	NA	Hypermethylated	Hypermethylated	Concordant
cg00360474	chr6	37536628	37536629	NA	Hypermethylated	Hypermethylated	Concordant
cg24807547	chr6	37536708	37536709	NA	Hypermethylated	Hypermethylated	Concordant
cg26579986	chr6	37536834	37536835	NA	Hypermethylated	Hypermethylated	Concordant
cg14656153	chr6	37538194	37538195	NA	Hypomethylated	Hypomethylated	Concordant
cg18877699	chr6	37538409	37538410	NA	Hypomethylated	Hypomethylated	Concordant
cg15852490	chr6	37576769	37576770	NA	Hypomethylated	Hypomethylated	Concordant
cg03062252	chr6	37648822	37648823	MDGA1	Hypermethylated	Hypermethylated	Concordant
cg03131171	chr6	37648910	37648911	MDGA1	Hypermethylated	Hypermethylated	Concordant
cg24442454	chr6	37649027	37649028	MDGA1	Hypermethylated	Hypermethylated	Concordant
cg02433564	chr6	37705559	37705560	NA	Hypermethylated	Hypermethylated	Concordant
cg26082368	chr6	37705932	37705933	NA	Hypermethylated	Hypermethylated	Concordant
cg09496915	chr6	37783843	37783844	NA	Hypermethylated	Hypermethylated	Concordant
cg27368911	chr6	37784150	37784151	NA	Hypermethylated	Hypermethylated	Concordant
cg22772896	chr6	37784297	37784298	NA	Hypermethylated	Hypermethylated	Concordant
cg22673999	chr6	37784525	37784526	NA	Hypermethylated	Hypermethylated	Concordant
cg02370222	chr6	38612480	38612481	BTBD9	Hypomethylated	Hypomethylated	Concordant
cg00364457	chr6	38640962	38640963	BTBD9	Hypermethylated	Hypermethylated	Concordant
cg11764900	chr6	38715259	38715260	DNAH8;RP3-503A6.2	Hypermethylated	Hypermethylated	Concordant
cg03166753	chr6	38715445	38715446	DNAH8;RP3-503A6.2	Hypermethylated	Hypermethylated	Concordant
cg19772011	chr6	39047563	39047564	GLP1R	Hypomethylated	Hypomethylated	Concordant
cg05924652	chr6	39048587	39048588	GLP1R	Hypermethylated	Hypermethylated	Concordant
cg14742186	chr6	39299047	39299048	KCNK17	Hypomethylated	Hypomethylated	Concordant
cg17748645	chr6	39302127	39302128	KCNK17	Hypomethylated	Hypomethylated	Concordant
cg00029521	chr6	39304858	39304859	KCNK17	Hypomethylated	Hypomethylated	Concordant
cg07699454	chr6	39306577	39306578	KCNK17	Hypomethylated	Hypomethylated	Concordant
cg13855924	chr6	39313407	39313408	KCNK17	Hypermethylated	Hypermethylated	Concordant
cg08315770	chr6	39314109	39314110	KCNK17	Hypermethylated	Hypermethylated	Concordant
cg06543101	chr6	39322566	39322567	KCNK16	Hypomethylated	Hypomethylated	Concordant
cg05897803	chr6	39322702	39322703	KCNK16	Hypomethylated	Hypomethylated	Concordant
cg07970874	chr6	39322750	39322751	KCNK16	Hypomethylated	Hypomethylated	Concordant
cg01669948	chr6	39323101	39323102	KCNK16	Hypomethylated	Hypomethylated	Concordant
cg12350407	chr6	39541077	39541078	KIF6	Hypomethylated	Hypomethylated	Concordant
cg04459499	chr6	39804692	39804693	DAAM2	Hypomethylated	Hypomethylated	Concordant
cg26786974	chr6	39882031	39882032	DAAM2;RP11-61I13.3	Hypermethylated	Hypomethylated	Discordant
cg03422350	chr6	39927932	39927933	MOCS1	Hypermethylated	Hypomethylated	Discordant
cg02680909	chr6	39931582	39931583	MOCS1	Hypomethylated	Hypomethylated	Concordant
cg16615154	chr6	40599814	40599815	NA	Hypermethylated	Hypermethylated	Concordant
cg03754403	chr6	40599840	40599841	NA	Hypermethylated	Hypermethylated	Concordant
cg20450198	chr6	40706025	40706026	NA	Hypomethylated	Hypomethylated	Concordant
cg19175193	chr6	41039711	41039712	OARD1;UNC5CL	Hypomethylated	Hypomethylated	Concordant
cg22346765	chr6	41039783	41039784	OARD1;UNC5CL	Hypomethylated	Hypomethylated	Concordant
cg19089383	chr6	41136465	41136466	ADCY10P1	Hypomethylated	Hypomethylated	Concordant
cg01564343	chr6	41154182	41154183	TREML1	Hypermethylated	Hypomethylated	Discordant
cg10725937	chr6	41163240	41163241	TREM2	Hypermethylated	Hypomethylated	Discordant
cg25535435	chr6	41227074	41227075	TREML4	Hypomethylated	Hypomethylated	Concordant
cg24749265	chr6	41248352	41248353	TREML5P	Hypomethylated	Hypomethylated	Concordant
cg04451353	chr6	41275983	41275984	TREM1	Hypomethylated	Hypomethylated	Concordant
cg07637015	chr6	41369481	41369482	NA	Hypermethylated	Hypermethylated	Concordant
cg24006505	chr6	41369500	41369501	NA	Hypermethylated	Hypermethylated	Concordant
cg02624905	chr6	41373779	41373780	NA	Hypermethylated	Hypermethylated	Concordant
cg24369185	chr6	41373863	41373864	NA	Hypermethylated	Hypermethylated	Concordant
cg14714046	chr6	41373916	41373917	NA	Hypermethylated	Hypermethylated	Concordant
cg21052660	chr6	41374464	41374465	NA	Hypermethylated	Hypermethylated	Concordant
cg17609158	chr6	41374644	41374645	NA	Hypermethylated	Hypermethylated	Concordant
cg00982521	chr6	41407068	41407069	NA	Hypermethylated	Hypermethylated	Concordant
cg26576890	chr6	41407201	41407202	NA	Hypermethylated	Hypermethylated	Concordant
cg00091064	chr6	41408866	41408867	NA	Hypermethylated	Hypermethylated	Concordant
cg01856384	chr6	41409166	41409167	NA	Hypermethylated	Hypermethylated	Concordant
cg06654127	chr6	41427492	41427493	NA	Hypermethylated	Hypermethylated	Concordant
cg00656735	chr6	41503184	41503185	FOXP4-AS1;LINC01276	Hypermethylated	Hypermethylated	Concordant
cg21917728	chr6	41503326	41503327	FOXP4-AS1;LINC01276	Hypermethylated	Hypermethylated	Concordant
cg20893203	chr6	41532061	41532062	FOXP4-AS1	Hypomethylated	Hypomethylated	Concordant
cg18497508	chr6	41560607	41560608	FOXP4	Hypermethylated	Hypermethylated	Concordant
cg10571987	chr6	41560657	41560658	FOXP4	Hypermethylated	Hypermethylated	Concordant
cg03431741	chr6	41560764	41560765	FOXP4	Hypermethylated	Hypermethylated	Concordant
cg01916088	chr6	41560793	41560794	FOXP4	Hypermethylated	Hypermethylated	Concordant
cg18912520	chr6	41560885	41560886	FOXP4	Hypermethylated	Hypermethylated	Concordant
cg20847580	chr6	41561012	41561013	FOXP4	Hypermethylated	Hypermethylated	Concordant
cg20046343	chr6	41561047	41561048	FOXP4	Hypermethylated	Hypermethylated	Concordant
cg25254074	chr6	41639588	41639589	MDFI	Hypermethylated	Hypermethylated	Concordant
cg25486039	chr6	41747428	41747429	PGC	Hypomethylated	Hypermethylated	Discordant
cg02215430	chr6	41748675	41748676	PGC	Hypomethylated	Hypermethylated	Discordant
cg01595397	chr6	41920216	41920217	BYSL;MED20	Hypomethylated	Hypomethylated	Concordant
cg14029001	chr6	42030762	42030763	CCND3;RP11-533O20.2	Hypermethylated	Hypermethylated	Concordant
cg14843341	chr6	42104945	42104946	C6orf132	Hypermethylated	Hypermethylated	Concordant
cg02570493	chr6	42121665	42121666	C6orf132	Hypomethylated	Hypermethylated	Discordant
cg24627621	chr6	42141438	42141439	C6orf132	Hypomethylated	Hypomethylated	Concordant
cg20927649	chr6	42155521	42155522	GUCA1A;RP1-139D8.6	Hypomethylated	Hypomethylated	Concordant
cg09613495	chr6	42178113	42178114	GUCA1A	Hypermethylated	Hypermethylated	Concordant
cg05730368	chr6	42178314	42178315	GUCA1A	Hypermethylated	Hypermethylated	Concordant
cg19489494	chr6	42178405	42178406	GUCA1A	Hypermethylated	Hypermethylated	Concordant
cg13553997	chr6	42193686	42193687	GUCA1B	Hypermethylated	Hypomethylated	Discordant
cg05264377	chr6	42226953	42226954	TRERF1	Hypomethylated	Hypomethylated	Concordant
cg11854981	chr6	42252109	42252110	TRERF1	Hypermethylated	Hypermethylated	Concordant
cg27370104	chr6	42450200	42450201	TRERF1	Hypomethylated	Hypomethylated	Concordant
cg17859772	chr6	42722477	42722478	PRPH2	Hypomethylated	Hypomethylated	Concordant
cg14931854	chr6	42771229	42771230	BICRAL	Hypermethylated	Hypermethylated	Concordant
cg25428429	chr6	42821093	42821094	BICRAL	Hypermethylated	Hypermethylated	Concordant
cg09645574	chr6	42911644	42911645	NA	Hypermethylated	Hypermethylated	Concordant
cg01075005	chr6	42911671	42911672	NA	Hypermethylated	Hypermethylated	Concordant
cg05586134	chr6	42925256	42925257	PTCRA	Hypermethylated	Hypermethylated	Concordant
cg03143118	chr6	42925355	42925356	PTCRA	Hypermethylated	Hypermethylated	Concordant
cg16656493	chr6	42925429	42925430	PTCRA	Hypermethylated	Hypermethylated	Concordant
cg20976787	chr6	43096722	43096723	PTK7	Hypomethylated	Hypomethylated	Concordant
cg18336453	chr6	43114558	43114559	PTK7	Hypermethylated	Hypomethylated	Discordant
cg00537673	chr6	43174085	43174086	SRF	Hypermethylated	Hypomethylated	Discordant
cg07126235	chr6	43224487	43224488	CUL9;RP3-330M21.5	Hypermethylated	Hypermethylated	Concordant
cg01307108	chr6	43241193	43241194	NA	Hypomethylated	Hypomethylated	Concordant
cg13675015	chr6	43250187	43250188	TTBK1	Hypomethylated	Hypomethylated	Concordant
cg16568727	chr6	43275971	43275972	TTBK1	Hypermethylated	Hypermethylated	Concordant
cg19822176	chr6	43283747	43283748	TTBK1	Hypomethylated	Hypomethylated	Concordant
cg05020625	chr6	43285120	43285121	TTBK1	Hypermethylated	Hypermethylated	Concordant
cg21725888	chr6	43285277	43285278	TTBK1	Hypermethylated	Hypermethylated	Concordant
cg06113789	chr6	43285359	43285360	TTBK1	Hypermethylated	Hypermethylated	Concordant
cg12498088	chr6	43285649	43285650	TTBK1	Hypermethylated	Hypermethylated	Concordant
cg18857062	chr6	43308740	43308741	CRIP3;RP11-480N24.3;ZNF318	Hypermethylated	Hypermethylated	Concordant
cg07882836	chr6	43308835	43308836	CRIP3;RP11-480N24.3;ZNF318	Hypermethylated	Hypermethylated	Concordant
cg27291698	chr6	43308840	43308841	CRIP3;RP11-480N24.3;ZNF318	Hypermethylated	Hypermethylated	Concordant
cg21109265	chr6	43308909	43308910	CRIP3;RP11-480N24.3;ZNF318	Hypermethylated	Hypermethylated	Concordant
cg25610702	chr6	43309006	43309007	CRIP3;RP11-480N24.3;ZNF318	Hypermethylated	Hypermethylated	Concordant
cg18735214	chr6	43309018	43309019	CRIP3;RP11-480N24.3;ZNF318	Hypermethylated	Hypermethylated	Concordant
cg15085024	chr6	43336437	43336438	ZNF318	Hypermethylated	Hypomethylated	Discordant
cg17780092	chr6	43469380	43469381	NA	Hypermethylated	Hypomethylated	Discordant
cg24756966	chr6	43510954	43510955	LRRC73;POLR1C	Hypomethylated	Hypomethylated	Concordant
cg11523799	chr6	43512079	43512080	LRRC73;POLR1C;YIPF3	Hypermethylated	Hypermethylated	Concordant
cg01344171	chr6	43644910	43644911	RSPH9	Hypermethylated	Hypermethylated	Concordant
cg11034626	chr6	43645019	43645020	RSPH9	Hypermethylated	Hypermethylated	Concordant
cg20582800	chr6	43645027	43645028	RSPH9	Hypermethylated	Hypermethylated	Concordant
cg17536595	chr6	43645171	43645172	RSPH9	Hypermethylated	Hypermethylated	Concordant
cg04600618	chr6	43645243	43645244	RSPH9	Hypermethylated	Hypermethylated	Concordant
cg23930825	chr6	43645628	43645629	RSPH9	Hypermethylated	Hypermethylated	Concordant
cg13320558	chr6	43767102	43767103	NA	Hypermethylated	Hypomethylated	Discordant
cg12682870	chr6	43799067	43799068	NA	Hypomethylated	Hypomethylated	Concordant
cg13900100	chr6	44003184	44003185	C6orf223;RP5-1120P11.1	Hypermethylated	Hypomethylated	Discordant
cg03333253	chr6	44157956	44157957	CAPN11	Hypomethylated	Hypomethylated	Concordant
cg06432342	chr6	44166329	44166330	CAPN11	Hypomethylated	Hypomethylated	Concordant
cg22798503	chr6	44176292	44176293	CAPN11	Hypermethylated	Hypomethylated	Discordant
cg14431165	chr6	44192485	44192486	NA	Hypermethylated	Hypermethylated	Concordant
cg06617528	chr6	44201944	44201945	NA	Hypermethylated	Hypomethylated	Discordant
cg06329225	chr6	44276732	44276733	RP11-444E17.6;TMEM151B	Hypomethylated	Hypomethylated	Concordant
cg23120936	chr6	44283607	44283608	RP11-444E17.6;TCTE1;TMEM151B	Hypomethylated	Hypomethylated	Concordant
cg25982965	chr6	44286173	44286174	RP11-444E17.6;TCTE1;TMEM151B	Hypomethylated	Hypomethylated	Concordant
cg04156581	chr6	44286337	44286338	RP11-444E17.6;TCTE1;TMEM151B	Hypomethylated	Hypomethylated	Concordant
cg17001753	chr6	44286352	44286353	RP11-444E17.6;TCTE1;TMEM151B	Hypomethylated	Hypomethylated	Concordant
cg07097026	chr6	44290205	44290206	RP11-444E17.6;TCTE1;TMEM151B	Hypomethylated	Hypomethylated	Concordant
cg09347824	chr6	44295018	44295019	RP11-444E17.6;TCTE1;TMEM151B	Hypomethylated	Hypomethylated	Concordant
cg02031603	chr6	44295779	44295780	RP11-444E17.6;TCTE1;TMEM151B	Hypomethylated	Hypomethylated	Concordant
cg10131297	chr6	44298735	44298736	RP11-444E17.6;TCTE1;TMEM151B	Hypermethylated	Hypomethylated	Discordant
cg26145959	chr6	44342520	44342521	RP11-444E17.6;SPATS1	Hypermethylated	Hypermethylated	Concordant
cg22674613	chr6	44342594	44342595	RP11-444E17.6;SPATS1	Hypermethylated	Hypermethylated	Concordant
cg18959554	chr6	44342608	44342609	RP11-444E17.6;SPATS1	Hypermethylated	Hypermethylated	Concordant
cg13077262	chr6	44342613	44342614	RP11-444E17.6;SPATS1	Hypermethylated	Hypermethylated	Concordant
cg09662584	chr6	44342708	44342709	RP11-444E17.6;SPATS1	Hypermethylated	Hypermethylated	Concordant
cg00967519	chr6	44361314	44361315	RP11-444E17.6;SPATS1	Hypomethylated	Hypomethylated	Concordant
cg01019484	chr6	44531492	44531493	NA	Hypomethylated	Hypomethylated	Concordant
cg24428325	chr6	44561344	44561345	NA	Hypermethylated	Hypermethylated	Concordant
cg10953487	chr6	44561420	44561421	NA	Hypermethylated	Hypermethylated	Concordant
cg15169900	chr6	44730676	44730677	NA	Hypomethylated	Hypomethylated	Concordant
cg21572599	chr6	44730997	44730998	NA	Hypomethylated	Hypomethylated	Concordant
cg25494480	chr6	45420180	45420181	RUNX2	Hypermethylated	Hypermethylated	Concordant
cg01632562	chr6	45662022	45662023	RUNX2	Hypomethylated	Hypomethylated	Concordant
cg18912728	chr6	45663369	45663370	RUNX2	Hypermethylated	Hypermethylated	Concordant
cg18749015	chr6	45663626	45663627	RUNX2	Hypermethylated	Hypermethylated	Concordant
cg04139449	chr6	45663670	45663671	RUNX2	Hypermethylated	Hypermethylated	Concordant
cg20445245	chr6	45664062	45664063	RUNX2	Hypermethylated	Hypermethylated	Concordant
cg21685808	chr6	46014684	46014685	CLIC5	Hypermethylated	Hypermethylated	Concordant
cg20638683	chr6	46014832	46014833	CLIC5	Hypermethylated	Hypermethylated	Concordant
cg06665622	chr6	46325834	46325835	RCAN2	Hypomethylated	Hypomethylated	Concordant
cg04652496	chr6	46326360	46326361	RCAN2	Hypomethylated	Hypomethylated	Concordant
cg26858218	chr6	46488253	46488254	RCAN2	Hypomethylated	Hypomethylated	Concordant
cg11931223	chr6	46687763	46687764	RP11-446F17.3;TDRD6	Hypomethylated	Hypomethylated	Concordant
cg09101258	chr6	46745674	46745675	ANKRD66	Hypomethylated	Hypomethylated	Concordant
cg15858970	chr6	46746284	46746285	ANKRD66	Hypomethylated	Hypomethylated	Concordant
cg03899914	chr6	46753739	46753740	ANKRD66	Hypomethylated	Hypomethylated	Concordant
cg25934824	chr6	46898992	46898993	ADGRF5	Hypomethylated	Hypomethylated	Concordant
cg04520242	chr6	46901990	46901991	ADGRF5;RP3-365O12.2	Hypomethylated	Hypermethylated	Discordant
cg14326991	chr6	46922023	46922024	ADGRF5	Hypermethylated	Hypermethylated	Concordant
cg25323497	chr6	46955714	46955715	ADGRF5	Hypomethylated	Hypomethylated	Concordant
cg18184910	chr6	47656511	47656512	ADGRF2	Hypomethylated	Hypomethylated	Concordant
cg16361253	chr6	47656540	47656541	ADGRF2	Hypomethylated	Hypomethylated	Concordant
cg14105536	chr6	47698593	47698594	ADGRF4	Hypomethylated	Hypomethylated	Concordant
cg13279673	chr6	50706809	50706810	NA	Hypermethylated	Hypermethylated	Concordant
cg23913421	chr6	50706950	50706951	NA	Hypermethylated	Hypermethylated	Concordant
cg09876519	chr6	50707897	50707898	NA	Hypermethylated	Hypermethylated	Concordant
cg11038322	chr6	50714627	50714628	TFAP2D	Hypermethylated	Hypermethylated	Concordant
cg06804433	chr6	50714772	50714773	TFAP2D	Hypermethylated	Hypermethylated	Concordant
cg05255522	chr6	50714997	50714998	TFAP2D	Hypermethylated	Hypermethylated	Concordant
cg15412759	chr6	50715500	50715501	TFAP2D	Hypermethylated	Hypermethylated	Concordant
cg05139788	chr6	50722934	50722935	TFAP2D	Hypermethylated	Hypermethylated	Concordant
cg20180370	chr6	50723290	50723291	TFAP2D	Hypermethylated	Hypermethylated	Concordant
cg19384531	chr6	50724539	50724540	TFAP2D	Hypermethylated	Hypermethylated	Concordant
cg19509330	chr6	50724658	50724659	TFAP2D	Hypermethylated	Hypermethylated	Concordant
cg25049698	chr6	50724892	50724893	TFAP2D	Hypermethylated	Hypermethylated	Concordant
cg24366557	chr6	50819937	50819938	TFAP2B	Hypermethylated	Hypermethylated	Concordant
cg07103129	chr6	50820251	50820252	TFAP2B	Hypermethylated	Hypermethylated	Concordant
cg22248052	chr6	50823706	50823707	TFAP2B	Hypermethylated	Hypermethylated	Concordant
cg17083323	chr6	50836107	50836108	TFAP2B	Hypermethylated	Hypermethylated	Concordant
cg20894686	chr6	50836190	50836191	TFAP2B	Hypermethylated	Hypermethylated	Concordant
cg24641186	chr6	50836434	50836435	TFAP2B	Hypermethylated	Hypermethylated	Concordant
cg09363735	chr6	50840986	50840987	TFAP2B	Hypermethylated	Hypermethylated	Concordant
cg13223107	chr6	50843002	50843003	TFAP2B	Hypermethylated	Hypermethylated	Concordant
cg19620724	chr6	50843139	50843140	TFAP2B	Hypermethylated	Hypermethylated	Concordant
cg23015341	chr6	50845628	50845629	TFAP2B	Hypermethylated	Hypermethylated	Concordant
cg02561482	chr6	50845838	50845839	TFAP2B	Hypermethylated	Hypermethylated	Concordant
cg05437823	chr6	50845963	50845964	TFAP2B	Hypermethylated	Hypermethylated	Concordant
cg24161652	chr6	50846146	50846147	TFAP2B	Hypermethylated	Hypermethylated	Concordant
cg01791371	chr6	50849480	50849481	NA	Hypermethylated	Hypermethylated	Concordant
cg10679301	chr6	50850555	50850556	NA	Hypermethylated	Hypermethylated	Concordant
cg14952457	chr6	50850972	50850973	NA	Hypermethylated	Hypermethylated	Concordant
cg16758813	chr6	50851149	50851150	NA	Hypermethylated	Hypermethylated	Concordant
cg07436152	chr6	50851523	50851524	NA	Hypermethylated	Hypermethylated	Concordant
cg06543974	chr6	52137230	52137231	NA	Hypermethylated	Hypomethylated	Discordant
cg26962533	chr6	52144328	52144329	MIR206	Hypomethylated	Hypomethylated	Concordant
cg25284213	chr6	52144356	52144357	MIR206	Hypomethylated	Hypomethylated	Concordant
cg07376932	chr6	52186430	52186431	IL17A	Hypomethylated	Hypomethylated	Concordant
cg06280032	chr6	52237138	52237139	IL17F	Hypomethylated	Hypomethylated	Concordant
cg02243303	chr6	52283175	52283176	MCM3	Hypomethylated	Hypomethylated	Concordant
cg09225373	chr6	52352466	52352467	NA	Hypomethylated	Hypomethylated	Concordant
cg00593404	chr6	52512942	52512943	TRAM2	Hypermethylated	Hypermethylated	Concordant
cg19987060	chr6	52665382	52665383	RP1-152L7.5	Hypomethylated	Hypomethylated	Concordant
cg00536792	chr6	53665705	53665706	KLHL31	Hypermethylated	Hypermethylated	Concordant
cg15658676	chr6	53665740	53665741	KLHL31	Hypermethylated	Hypermethylated	Concordant
cg19801120	chr6	53665772	53665773	KLHL31	Hypermethylated	Hypermethylated	Concordant
cg06485521	chr6	53665802	53665803	KLHL31	Hypermethylated	Hypermethylated	Concordant
cg26980034	chr6	53665826	53665827	KLHL31	Hypermethylated	Hypermethylated	Concordant
cg13840445	chr6	53665830	53665831	KLHL31	Hypermethylated	Hypermethylated	Concordant
cg15726169	chr6	53796266	53796267	LRRC1	Hypomethylated	Hypomethylated	Concordant
cg05659486	chr6	53927891	53927892	NA	Hypomethylated	Hypomethylated	Concordant
cg13830624	chr6	56247493	56247494	COL21A1	Hypermethylated	Hypermethylated	Concordant
cg11386080	chr6	56247594	56247595	COL21A1	Hypermethylated	Hypermethylated	Concordant
cg05157725	chr6	56247686	56247687	COL21A1	Hypermethylated	Hypermethylated	Concordant
cg15703636	chr6	56247700	56247701	COL21A1	Hypermethylated	Hypermethylated	Concordant
cg05126887	chr6	56247750	56247751	COL21A1	Hypermethylated	Hypermethylated	Concordant
cg05950711	chr6	56247792	56247793	COL21A1	Hypermethylated	Hypermethylated	Concordant
cg20368283	chr6	56247794	56247795	COL21A1	Hypermethylated	Hypermethylated	Concordant
cg13000789	chr6	56724457	56724458	DST	Hypomethylated	Hypermethylated	Discordant
cg09839877	chr6	58073321	58073322	RP11-278J20.2	Hypomethylated	Hypomethylated	Concordant
cg21499078	chr6	58073386	58073387	RP11-278J20.2	Hypomethylated	Hypomethylated	Concordant
cg15558061	chr6	58073515	58073516	RP11-278J20.2	Hypomethylated	Hypomethylated	Concordant
cg15771735	chr6	60646574	60646575	NA	Hypomethylated	Hypomethylated	Concordant
cg22682297	chr6	61004974	61004975	NA	Hypomethylated	Hypomethylated	Concordant
